[2026-08-02T05:32:28.525Z] COMPANY: "SEBI Official" | QUERIES: ["SEBI Official" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1474ms | REASON: Resolved via self-search
[2026-08-02T06:35:09.385Z] COMPANY: "Baroda BNP Paribas Mutual Fund" | QUERIES: ["Baroda BNP Paribas Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.385Z] COMPANY: "Bank of India Mutual Fund" | QUERIES: ["Bank of India Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.385Z] COMPANY: "CANARA ROBECO MF" | QUERIES: ["CANARA ROBECO MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.386Z] COMPANY: "CRB MF" | QUERIES: ["CRB MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.386Z] COMPANY: "PGIM INDIA MUTUAL FUND" | QUERIES: ["PGIM INDIA MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.386Z] COMPANY: "DSP MF" | QUERIES: ["DSP MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.387Z] COMPANY: "EDELWEISS MF" | QUERIES: ["EDELWEISS MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.387Z] COMPANY: "NAVI MUTUAL FUND" | QUERIES: ["NAVI MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.387Z] COMPANY: "FRANKLIN TEMPLETON MF" | QUERIES: ["FRANKLIN TEMPLETON MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.388Z] COMPANY: "HDFC MF" | QUERIES: ["HDFC MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.388Z] COMPANY: "ICICI PRUDENTIAL MF" | QUERIES: ["ICICI PRUDENTIAL MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.388Z] COMPANY: "IDBI MUTUAL FUND" | QUERIES: ["IDBI MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.389Z] COMPANY: "IIFCL MF (IDF)" | QUERIES: ["IIFCL MF (IDF)" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.389Z] COMPANY: "360 ONE Mutual Fund" | QUERIES: ["360 ONE Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.389Z] COMPANY: "IL&FS IDF MF" | QUERIES: ["IL&FS IDF MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.390Z] COMPANY: "Groww Mutual Fund" | QUERIES: ["Groww Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.390Z] COMPANY: "Invesco Mutual Fund" | QUERIES: ["Invesco Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.391Z] COMPANY: "ITI Mutual Fund" | QUERIES: ["ITI Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.391Z] COMPANY: "JM FINANCIAL MF" | QUERIES: ["JM FINANCIAL MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.391Z] COMPANY: "Kotak Mutual Fund" | QUERIES: ["Kotak Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.392Z] COMPANY: "LIC MF" | QUERIES: ["LIC MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.392Z] COMPANY: "MIRAE ASSET MF" | QUERIES: ["MIRAE ASSET MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.394Z] COMPANY: "MOTILAL OSWAL MF" | QUERIES: ["MOTILAL OSWAL MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.395Z] COMPANY: "PPFAS MF" | QUERIES: ["PPFAS MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.395Z] COMPANY: "Quant Mutual Fund" | QUERIES: ["Quant Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.395Z] COMPANY: "QUANTUM MF" | QUERIES: ["QUANTUM MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.395Z] COMPANY: "Nippon India Mutual Fund" | QUERIES: ["Nippon India Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.396Z] COMPANY: "SBI MF" | QUERIES: ["SBI MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.396Z] COMPANY: "SHRIRAM MF" | QUERIES: ["SHRIRAM MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.396Z] COMPANY: "SUNDARAM MF" | QUERIES: ["SUNDARAM MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.396Z] COMPANY: "TAURUS MF" | QUERIES: ["TAURUS MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.397Z] COMPANY: "Union Mutual Fund" | QUERIES: ["Union Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.397Z] COMPANY: "UTI  MF" | QUERIES: ["UTI  MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.397Z] COMPANY: "WhiteOak Capital Mutual Fund" | QUERIES: ["WhiteOak Capital Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.398Z] COMPANY: "TRUST MUTUAL FUND" | QUERIES: ["TRUST MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.398Z] COMPANY: "HSBC MF" | QUERIES: ["HSBC MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.398Z] COMPANY: "Tata Mutual Fund" | QUERIES: ["Tata Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.399Z] COMPANY: "Mahindra Manulife Mutual Fund" | QUERIES: ["Mahindra Manulife Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.399Z] COMPANY: "N J Mutual Fund" | QUERIES: ["N J Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.399Z] COMPANY: "SAMCO MUTUAL FUND" | QUERIES: ["SAMCO MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.399Z] COMPANY: "BAJAJ FINSERV MUTUAL FUND" | QUERIES: ["BAJAJ FINSERV MUTUAL FUND" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.400Z] COMPANY: "Helios Mutual Fund" | QUERIES: ["Helios Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.400Z] COMPANY: "Zerodha Mutual Fund" | QUERIES: ["Zerodha Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.401Z] COMPANY: "Old Bridge Mutual Fund" | QUERIES: ["Old Bridge Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.401Z] COMPANY: "Bandhan Mutual Fund" | QUERIES: ["Bandhan Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.401Z] COMPANY: "Unifi Mutual Fund" | QUERIES: ["Unifi Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.401Z] COMPANY: "Angel One Mutual Fund" | QUERIES: ["Angel One Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.402Z] COMPANY: "Capitalmind Mutual Fund" | QUERIES: ["Capitalmind Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.402Z] COMPANY: "Jio BlackRock Mutual Fund" | QUERIES: ["Jio BlackRock Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.402Z] COMPANY: "The Wealth Company Mutual Fund" | QUERIES: ["The Wealth Company Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.403Z] COMPANY: "Choice Mutual Fund" | QUERIES: ["Choice Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.403Z] COMPANY: "Abakkus Mutual Fund" | QUERIES: ["Abakkus Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.404Z] COMPANY: "ASK Mutual Fund" | QUERIES: ["ASK Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.404Z] COMPANY: "AlphaGrep Mutual Fund" | QUERIES: ["AlphaGrep Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.405Z] COMPANY: "WEALTH FIRST PORTFOLIO MANAGERS LIMITED" | QUERIES: ["WEALTH FIRST PORTFOLIO MANAGERS LIMITED" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.405Z] COMPANY: "Monarch Networth Capital Limited" | QUERIES: ["Monarch Networth Capital Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.405Z] COMPANY: "Nuvama Mutual Fund" | QUERIES: ["Nuvama Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:09.406Z] COMPANY: "Carnelian Asset Management and Advisors Private Limited" | QUERIES: ["Carnelian Asset Management and Advisors Private Limited" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:22.802Z] COMPANY: "360 ONE Mutual Fund" | QUERIES: ["360 ONE Mutual Fund" official website] | CANDIDATES: [https://mf.360.one] | SELECTED: "https://mf.360.one" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:35:29.221Z] COMPANY: "ADITYA BIRLA SUN LIFE MF" | QUERIES: ["ADITYA BIRLA SUN LIFE MF" official website] | CANDIDATES: [https://mutualfund.adityabirlacapital.com] | SELECTED: "https://mutualfund.adityabirlacapital.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:36:13.548Z] COMPANY: "360 ONE Mutual Fund" | QUERIES: ["360 ONE Mutual Fund" official website] | CANDIDATES: [https://mf.360.one] | SELECTED: "https://mf.360.one" | CONFIDENCE: HIGH | TIME: 2ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:36:19.967Z] COMPANY: "ADITYA BIRLA SUN LIFE MF" | QUERIES: ["ADITYA BIRLA SUN LIFE MF" official website] | CANDIDATES: [https://mutualfund.adityabirlacapital.com] | SELECTED: "https://mutualfund.adityabirlacapital.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:36:41.460Z] COMPANY: "ASK Mutual Fund" | QUERIES: ["ASK Mutual Fund" official website] | CANDIDATES: [https://www.askmf.com] | SELECTED: "https://www.askmf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:36:49.107Z] COMPANY: "AXIS MF" | QUERIES: ["AXIS MF" official website] | CANDIDATES: [https://www.axismf.com] | SELECTED: "https://www.axismf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:00.982Z] COMPANY: "Abakkus Mutual Fund" | QUERIES: ["Abakkus Mutual Fund" official website] | CANDIDATES: [https://www.abakkusamc.com] | SELECTED: "https://www.abakkusamc.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:10.072Z] COMPANY: "AlphaGrep Mutual Fund" | QUERIES: ["AlphaGrep Mutual Fund" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:10.072Z] COMPANY: "Angel One Mutual Fund" | QUERIES: ["Angel One Mutual Fund" official website] | CANDIDATES: [https://www.angelonemf.com] | SELECTED: "https://www.angelonemf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:17.084Z] COMPANY: "BAJAJ FINSERV MUTUAL FUND" | QUERIES: ["BAJAJ FINSERV MUTUAL FUND" official website] | CANDIDATES: [https://www.bajajfinservamc.com] | SELECTED: "https://www.bajajfinservamc.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:24.293Z] COMPANY: "Bandhan Mutual Fund" | QUERIES: ["Bandhan Mutual Fund" official website] | CANDIDATES: [https://bandhanmutual.com] | SELECTED: "https://bandhanmutual.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:40.434Z] COMPANY: "Bank of India Mutual Fund" | QUERIES: ["Bank of India Mutual Fund" official website] | CANDIDATES: [https://www.boiaxamc.com] | SELECTED: "https://www.boiaxamc.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:37:49.644Z] COMPANY: "Baroda BNP Paribas Mutual Fund" | QUERIES: ["Baroda BNP Paribas Mutual Fund" official website] | CANDIDATES: [https://www.barodabnpparibasmf.in] | SELECTED: "https://www.barodabnpparibasmf.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:06.113Z] COMPANY: "CANARA ROBECO MF" | QUERIES: ["CANARA ROBECO MF" official website] | CANDIDATES: [https://www.canararobeco.com] | SELECTED: "https://www.canararobeco.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:21.721Z] COMPANY: "CRB MF" | QUERIES: ["CRB MF" official website] | CANDIDATES: [] | SELECTED: "" | CONFIDENCE: FAILED | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:21.722Z] COMPANY: "Capitalmind Mutual Fund" | QUERIES: ["Capitalmind Mutual Fund" official website] | CANDIDATES: [https://capitalmindmf.com] | SELECTED: "https://capitalmindmf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:37.542Z] COMPANY: "Carnelian Asset Management and Advisors Private Limited" | QUERIES: ["Carnelian Asset Management and Advisors Private Limited" official website] | CANDIDATES: [https://www.carnelianamc.com] | SELECTED: "https://www.carnelianamc.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:43.995Z] COMPANY: "Choice Mutual Fund" | QUERIES: ["Choice Mutual Fund" official website] | CANDIDATES: [https://mf.choiceindia.com] | SELECTED: "https://mf.choiceindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:38:53.439Z] COMPANY: "DSP MF" | QUERIES: ["DSP MF" official website] | CANDIDATES: [https://www.dspim.com] | SELECTED: "https://www.dspim.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:39:13.206Z] COMPANY: "EDELWEISS MF" | QUERIES: ["EDELWEISS MF" official website] | CANDIDATES: [https://www.edelweissmf.com] | SELECTED: "https://www.edelweissmf.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:39:13.469Z] COMPANY: "FRANKLIN TEMPLETON MF" | QUERIES: ["FRANKLIN TEMPLETON MF" official website] | CANDIDATES: [https://www.franklintempletonindia.com] | SELECTED: "https://www.franklintempletonindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:39:27.629Z] COMPANY: "Groww Mutual Fund" | QUERIES: ["Groww Mutual Fund" official website] | CANDIDATES: [https://groww.in/mutual-funds] | SELECTED: "https://groww.in/mutual-funds" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:39:44.058Z] COMPANY: "HDFC MF" | QUERIES: ["HDFC MF" official website] | CANDIDATES: [https://www.hdfcfund.com] | SELECTED: "https://www.hdfcfund.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-02T06:39:44.288Z] COMPANY: "HSBC MF" | QUERIES: ["HSBC MF" official website] | CANDIDATES: [https://www.assetmanagement.hsbc.co.in] | SELECTED: "https://www.assetmanagement.hsbc.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
