Sr. No.,Assigned To,Company Name,Website,Website Verified,Scan Completed,Screenshot Taken,Wave Score,Axe Score,LH Score,Screenshot link,Contact Person 1,Designation 1,Email ID 1,Contact Person 2,Designation 2,Email ID 2
"794","Unassigned","Greaves Cotton Limited","https://greavescotton.com","Yes","Yes","Yes","24","24","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Greaves_Cotton_Limited/screenshots/Greaves_Cotton_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","investorservices@greavescotton.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","investorservices@greavescotton.com"
"795","Unassigned","Greenlam Industries Limited","https://greenlamindustries.com","Yes","Yes","Yes","24","24","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Greenlam_Industries_Limited/screenshots/Greenlam_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@greenlamindustries.com","General Contact Email","Accessibility & Nodal Officer","info@greenlamindustries.com"
"796","Unassigned","Greenpanel Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Greenpanel_Industries_Limited/screenshots/Greenpanel_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"797","Unassigned","Greenply Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Greenply_Industries_Limited/screenshots/Greenply_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"798","Unassigned","Gretex Corporate Services Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gretex_Corporate_Services_Limited/screenshots/Gretex_Corporate_Services_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"799","Unassigned","Grindwell Norton Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Grindwell_Norton_Limited/screenshots/Grindwell_Norton_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"800","Unassigned","Gufic Biosciences Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gufic_Biosciences_Limited/screenshots/Gufic_Biosciences_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"801","Unassigned","Gujarat Alkalies and Chemicals Limited","https://gacl.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Alkalies_and_Chemicals_Limited/screenshots/Gujarat_Alkalies_and_Chemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@gacl.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@gacl.com"
"802","Unassigned","Gujarat Ambuja Exports Limited","https://ambujagroup.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Ambuja_Exports_Limited/screenshots/Gujarat_Ambuja_Exports_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"803","Unassigned","Gujarat Apollo Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Apollo_Industries_Limited/screenshots/Gujarat_Apollo_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"804","Unassigned","Gujarat Fluorochemicals Limited","https://gfl.co.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Fluorochemicals_Limited/screenshots/Gujarat_Fluorochemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"805","Unassigned","Gujarat Industries Power Company Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Industries_Power_Company_Limited/screenshots/Gujarat_Industries_Power_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"806","Unassigned","Gujarat Kidney And Super Speciality Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Kidney_And_Super_Speciality_Limited/screenshots/Gujarat_Kidney_And_Super_Speciality_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"807","Unassigned","Gujarat Lease Financing Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Lease_Financing_Limited/screenshots/Gujarat_Lease_Financing_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"808","Unassigned","Gujarat Mineral Development Corporation Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Mineral_Development_Corporation_Limited/screenshots/Gujarat_Mineral_Development_Corporation_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"809","Unassigned","Gujarat Narmada Valley Fertilizers and Chemicals Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Narmada_Valley_Fertilizers_and_Chemicals_Limited/screenshots/Gujarat_Narmada_Valley_Fertilizers_and_Chemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"810","Unassigned","Gujarat Natural Resources Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Natural_Resources_Limited/screenshots/Gujarat_Natural_Resources_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"811","Unassigned","Gujarat Pipavav Port Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Pipavav_Port_Limited/screenshots/Gujarat_Pipavav_Port_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"812","Unassigned","Gujarat Raffia Industries Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Raffia_Industries_Limited/screenshots/Gujarat_Raffia_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"813","Unassigned","Gujarat State Fertilizers & Chemicals Limited","https://gsfclimited.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_State_Fertilizers___Chemicals_Limited/screenshots/Gujarat_State_Fertilizers___Chemicals_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"814","Unassigned","Gujarat Themis Biosyn Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gujarat_Themis_Biosyn_Limited/screenshots/Gujarat_Themis_Biosyn_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"815","Unassigned","Gulf Oil Lubricants India Limited","https://gulfoilindonesia.com","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gulf_Oil_Lubricants_India_Limited/screenshots/Gulf_Oil_Lubricants_India_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@gulfoilindonesia.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@gulfoilindonesia.com"
"816","Unassigned","Gulshan Polyols Limited","https://gulshanindia.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gulshan_Polyols_Limited/screenshots/Gulshan_Polyols_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"817","Unassigned","Gyftr Limited","https://gyftr.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Gyftr_Limited/screenshots/Gyftr_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"818","Unassigned","HALEOS LABS LIMITED","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HALEOS_LABS_LIMITED/screenshots/HALEOS_LABS_LIMITED_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"819","Unassigned","HBL Engineering Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HBL_Engineering_Limited/screenshots/HBL_Engineering_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"820","Unassigned","HB Estate Developers Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HB_Estate_Developers_Limited/screenshots/HB_Estate_Developers_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"821","Unassigned","HB Stockholdings Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HB_Stockholdings_Limited/screenshots/HB_Stockholdings_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"822","Unassigned","HCL Infosystems Limited","https://hclinfosystems.in","Yes","Yes","Yes","36","36","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HCL_Infosystems_Limited/screenshots/HCL_Infosystems_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","cosec@hcl.com","General Contact Email","Accessibility & Nodal Officer","cosec@hcl.com"
"823","Unassigned","HCL Technologies Limited","https://hclib.org","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HCL_Technologies_Limited/screenshots/HCL_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"824","Unassigned","HDB Financial Services Limited","https://hdbfs.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HDB_Financial_Services_Limited/screenshots/HDB_Financial_Services_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"825","Unassigned","HDFC Asset Management Company Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HDFC_Asset_Management_Company_Limited/screenshots/HDFC_Asset_Management_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"826","Unassigned","HDFC Bank Limited","https://hdfcbank.com","Yes","Yes","Yes","7","7","72","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HDFC_Bank_Limited/screenshots/HDFC_Bank_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hdfcbank.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hdfcbank.com"
"827","Unassigned","HDFC Life Insurance Company Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HDFC_Life_Insurance_Company_Limited/screenshots/HDFC_Life_Insurance_Company_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"828","Unassigned","HEC Infra Projects Limited","https://hecprojects.in","Yes","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HEC_Infra_Projects_Limited/screenshots/HEC_Infra_Projects_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hecprojects.in","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hecprojects.in"
"829","Unassigned","HEG Limited","https://hegltd.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HEG_Limited/screenshots/HEG_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"830","Unassigned","HFCL Limited","https://hfcl.com","Yes","Yes","Yes","12","12","52","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HFCL_Limited/screenshots/HFCL_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hfcl.com","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","info@hfcl.com"
"831","Unassigned","HLE Glascoat Limited","https://hleglascoat.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HLE_Glascoat_Limited/screenshots/HLE_Glascoat_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"832","Unassigned","HLV LIMITED","https://hlv.de","Yes","Yes","Yes","111","111","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HLV_LIMITED/screenshots/HLV_LIMITED_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hlv.de","General Contact Email","Accessibility & Nodal Officer","info@hlv.de"
"833","Unassigned","HMA Agro Industries Limited","https://hmagroup.co","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HMA_Agro_Industries_Limited/screenshots/HMA_Agro_Industries_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"834","Unassigned","HMT Limited","https://hmtvlive.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HMT_Limited/screenshots/HMT_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"835","Unassigned","HPL Electric & Power Limited","https://hplindia.com","Yes","Yes","Yes","18","18","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HPL_Electric___Power_Limited/screenshots/HPL_Electric___Power_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","sales@hplindia.com","General Contact Email","Accessibility & Nodal Officer","sales@hplindia.com"
"836","Unassigned","HP Adhesives Limited","https://hpadhesives.com","Yes","Yes","Yes","7","7","72","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HP_Adhesives_Limited/screenshots/HP_Adhesives_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hpadhesives.com","General Contact Email","Accessibility & Nodal Officer","info@hpadhesives.com"
"837","Unassigned","HT Media Limited","https://htmedia.in","Yes","Yes","Yes","19","19","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HT_Media_Limited/screenshots/HT_Media_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","feedback@hindustantimes.com","General Contact Email","Accessibility & Nodal Officer","feedback@hindustantimes.com"
"838","Unassigned","H.G. Infra Engineering Limited","https://hginfra.com","Yes","Yes","Yes","26","26","30","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/H_G__Infra_Engineering_Limited/screenshots/H_G__Infra_Engineering_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","info@hginfra.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","info@hginfra.com"
"839","Unassigned","Halder Venture Limited","https://halderventure.in","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Halder_Venture_Limited/screenshots/Halder_Venture_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"840","Unassigned","Haldyn Glass Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Haldyn_Glass_Limited/screenshots/Haldyn_Glass_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"841","Unassigned","HandsOn Global Management (HGM) Limited","https://Not Found","No","Yes","Yes","","","100","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/HandsOn_Global_Management__HGM__Limited/screenshots/HandsOn_Global_Management__HGM__Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","Not Found","General Contact Email (Guessed Pattern)","Accessibility & Nodal Officer","Not Found"
"842","Unassigned","Happiest Minds Technologies Limited","https://happiestminds.com","Yes","No","No","","","","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Happiest_Minds_Technologies_Limited/screenshots/Happiest_Minds_Technologies_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","N/A","N/A","N/A","Not Found"
"843","Unassigned","Happy Forgings Limited","https://happyforgingsltd.com","Yes","Yes","Yes","17","17","32","![WAVE Tool Screenshot](https://github.com/VEER-TANMAY-SACHIN/projects/blob/main/orchavate_gtm_workflow/outputs/v1.1_nse_tracker_enriched_clearbit_20260806_193605_attempt1_succesful_reviewnotdone_orchavatecore_digital/Happy_Forgings_Limited/screenshots/Happy_Forgings_Limited_Homepage_WAVE_Overlay.png)","N/A","Head of Compliance & Digital Governance","marketing@happyforgingsltd.com","Investor Grievance / Compliance Officer Email","Accessibility & Nodal Officer","complianceofficer@happyforgingsltd.co.in"
