[2026-08-06T19:36:05.244Z] COMPANY: "20 Microns Limited" | QUERIES: ["20 Microns Limited" official website] | CANDIDATES: [https://20microns.com] | SELECTED: "https://20microns.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:21:04.263Z] COMPANY: "GHCL Limited" | QUERIES: ["GHCL Limited" official website] | CANDIDATES: [https://ghcl.co.in] | SELECTED: "https://ghcl.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:21:19.383Z] COMPANY: "GHCL Textiles Limited" | QUERIES: ["GHCL Textiles Limited" official website] | CANDIDATES: [https://ghcltextiles.co.in] | SELECTED: "https://ghcltextiles.co.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:21:36.916Z] COMPANY: "GIC Housing Finance Limited" | QUERIES: ["GIC Housing Finance Limited" official website] | CANDIDATES: [https://gichfindia.com] | SELECTED: "https://gichfindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:21:38.239Z] COMPANY: "Globe International Carriers Limited" | QUERIES: ["Globe International Carriers Limited" official website] | CANDIDATES: [https://gicl.co] | SELECTED: "https://gicl.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:25:46.551Z] COMPANY: "General Insurance Corporation of India" | QUERIES: ["General Insurance Corporation of India" official website] | CANDIDATES: [https://gicre.in] | SELECTED: "https://gicre.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:01.461Z] COMPANY: "Gillanders Arbuthnot & Company Limited" | QUERIES: ["Gillanders Arbuthnot & Company Limited" official website] | CANDIDATES: [https://gillandersarbuthnot.com] | SELECTED: "https://gillandersarbuthnot.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:10.719Z] COMPANY: "Gillette India Limited" | QUERIES: ["Gillette India Limited" official website] | CANDIDATES: [https://gillette.com] | SELECTED: "https://gillette.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:25.273Z] COMPANY: "Ginni Filaments Limited" | QUERIES: ["Ginni Filaments Limited" official website] | CANDIDATES: [https://ginnifilaments.com] | SELECTED: "https://ginnifilaments.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:41.111Z] COMPANY: "Gujarat Industries Power Company Limited" | QUERIES: ["Gujarat Industries Power Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:47.692Z] COMPANY: "GK Energy Limited" | QUERIES: ["GK Energy Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:54.532Z] COMPANY: "Gujarat Kidney And Super Speciality Limited" | QUERIES: ["Gujarat Kidney And Super Speciality Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:26:59.929Z] COMPANY: "GKW Limited" | QUERIES: ["GKW Limited" official website] | CANDIDATES: [https://gkwretail.com] | SELECTED: "https://gkwretail.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:14.226Z] COMPANY: "Gland Pharma Limited" | QUERIES: ["Gland Pharma Limited" official website] | CANDIDATES: [https://glandpharma.com] | SELECTED: "https://glandpharma.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:23.719Z] COMPANY: "GlaxoSmithKline Pharmaceuticals Limited" | QUERIES: ["GlaxoSmithKline Pharmaceuticals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:30.074Z] COMPANY: "Glenmark Pharmaceuticals Limited" | QUERIES: ["Glenmark Pharmaceuticals Limited" official website] | CANDIDATES: [https://glenmarkpharma.com] | SELECTED: "https://glenmarkpharma.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:43.363Z] COMPANY: "Gujarat Lease Financing Limited" | QUERIES: ["Gujarat Lease Financing Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:49.123Z] COMPANY: "Global Education Limited" | QUERIES: ["Global Education Limited" official website] | CANDIDATES: [https://gedu.org] | SELECTED: "https://gedu.org" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:27:57.204Z] COMPANY: "Globale Tessile Limited" | QUERIES: ["Globale Tessile Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:28:03.914Z] COMPANY: "Global Vectra Helicorp Limited" | QUERIES: ["Global Vectra Helicorp Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:28:09.869Z] COMPANY: "GLOBE ENTERPRISES (INDIA) LIMITED" | QUERIES: ["GLOBE ENTERPRISES (INDIA) LIMITED" official website] | CANDIDATES: [https://globenewswire.com] | SELECTED: "https://globenewswire.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:28:31.351Z] COMPANY: "Globe Civil Projects Limited" | QUERIES: ["Globe Civil Projects Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:28:37.895Z] COMPANY: "Globus Spirits Limited" | QUERIES: ["Globus Spirits Limited" official website] | CANDIDATES: [https://globusspirits.com] | SELECTED: "https://globusspirits.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:28:47.821Z] COMPANY: "Gloster Limited" | QUERIES: ["Gloster Limited" official website] | CANDIDATES: [https://gloster.com] | SELECTED: "https://gloster.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:00.062Z] COMPANY: "Glottis Limited" | QUERIES: ["Glottis Limited" official website] | CANDIDATES: [https://glottislogistics.in] | SELECTED: "https://glottislogistics.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:14.094Z] COMPANY: "GM Breweries Limited" | QUERIES: ["GM Breweries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:20.641Z] COMPANY: "Gujarat Mineral Development Corporation Limited" | QUERIES: ["Gujarat Mineral Development Corporation Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:27.406Z] COMPANY: "GMM Pfaudler Limited" | QUERIES: ["GMM Pfaudler Limited" official website] | CANDIDATES: [https://gmmpfaudler.com] | SELECTED: "https://gmmpfaudler.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:40.321Z] COMPANY: "GMR AIRPORTS LIMITED" | QUERIES: ["GMR AIRPORTS LIMITED" official website] | CANDIDATES: [https://gmrairportslimited.com] | SELECTED: "https://gmrairportslimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:49.546Z] COMPANY: "GMR Power and Urban Infra Limited" | QUERIES: ["GMR Power and Urban Infra Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:29:55.554Z] COMPANY: "GNA Axles Limited" | QUERIES: ["GNA Axles Limited" official website] | CANDIDATES: [https://gnagroup.com] | SELECTED: "https://gnagroup.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:30:03.651Z] COMPANY: "Gujarat Narmada Valley Fertilizers and Chemicals Limited" | QUERIES: ["Gujarat Narmada Valley Fertilizers and Chemicals Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:30:11.848Z] COMPANY: "Gujarat Natural Resources Limited" | QUERIES: ["Gujarat Natural Resources Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:30:19.079Z] COMPANY: "Goa Carbon Limited" | QUERIES: ["Goa Carbon Limited" official website] | CANDIDATES: [https://goacarbon.com] | SELECTED: "https://goacarbon.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:34:24.323Z] COMPANY: "GOCL Corporation Limited" | QUERIES: ["GOCL Corporation Limited" official website] | CANDIDATES: [https://goclove.com] | SELECTED: "https://goclove.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:34:45.359Z] COMPANY: "Go Fashion (India) Limited" | QUERIES: ["Go Fashion (India) Limited" official website] | CANDIDATES: [https://go-fashion.co] | SELECTED: "https://go-fashion.co" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:34:56.427Z] COMPANY: "Godavari Biorefineries Limited" | QUERIES: ["Godavari Biorefineries Limited" official website] | CANDIDATES: [https://somaiya.com] | SELECTED: "https://somaiya.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:34:56.731Z] COMPANY: "Godfrey Phillips India Limited" | QUERIES: ["Godfrey Phillips India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:01.208Z] COMPANY: "Go Digit General Insurance Limited" | QUERIES: ["Go Digit General Insurance Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:07.344Z] COMPANY: "Godrej Agrovet Limited" | QUERIES: ["Godrej Agrovet Limited" official website] | CANDIDATES: [https://godrejagrovet.com] | SELECTED: "https://godrejagrovet.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:07.554Z] COMPANY: "Godrej Consumer Products Limited" | QUERIES: ["Godrej Consumer Products Limited" official website] | CANDIDATES: [https://godrejcp.com] | SELECTED: "https://godrejcp.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:07.763Z] COMPANY: "Godrej Industries Limited" | QUERIES: ["Godrej Industries Limited" official website] | CANDIDATES: [https://godrejchemicals.com] | SELECTED: "https://godrejchemicals.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:08.085Z] COMPANY: "Godrej Properties Limited" | QUERIES: ["Godrej Properties Limited" official website] | CANDIDATES: [https://godrejproperties.com] | SELECTED: "https://godrejproperties.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:08.264Z] COMPANY: "Gokaldas Exports Limited" | QUERIES: ["Gokaldas Exports Limited" official website] | CANDIDATES: [https://gokaldasexports.com] | SELECTED: "https://gokaldasexports.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:08.886Z] COMPANY: "Gokul Refoils and Solvent Limited" | QUERIES: ["Gokul Refoils and Solvent Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:16.009Z] COMPANY: "Gokul Agro Resources Limited" | QUERIES: ["Gokul Agro Resources Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:24.137Z] COMPANY: "Golden Tobacco Limited" | QUERIES: ["Golden Tobacco Limited" official website] | CANDIDATES: [https://goldentobacco.in] | SELECTED: "https://goldentobacco.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:32.950Z] COMPANY: "Goldiam International Limited" | QUERIES: ["Goldiam International Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:40.227Z] COMPANY: "AION-TECH SOLUTIONS LIMITED" | QUERIES: ["AION-TECH SOLUTIONS LIMITED" official website] | CANDIDATES: [https://aiontech.es] | SELECTED: "https://aiontech.es" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:54.281Z] COMPANY: "Goodluck India Limited" | QUERIES: ["Goodluck India Limited" official website] | CANDIDATES: [https://goodluckindia.com] | SELECTED: "https://goodluckindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:58.327Z] COMPANY: "Goodyear India Limited" | QUERIES: ["Goodyear India Limited" official website] | CANDIDATES: [https://goodyear.com] | SELECTED: "https://goodyear.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:35:59.082Z] COMPANY: "Gopal Snacks Limited" | QUERIES: ["Gopal Snacks Limited" official website] | CANDIDATES: [https://gopalnamkeen.com] | SELECTED: "https://gopalnamkeen.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:00.979Z] COMPANY: "Goyal Aluminiums Limited" | QUERIES: ["Goyal Aluminiums Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:09.209Z] COMPANY: "Godawari Power And Ispat limited" | QUERIES: ["Godawari Power And Ispat limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:14.045Z] COMPANY: "Gujarat Pipavav Port Limited" | QUERIES: ["Gujarat Pipavav Port Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:20.113Z] COMPANY: "GPT Healthcare Limited" | QUERIES: ["GPT Healthcare Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:25.999Z] COMPANY: "GPT Infraprojects Limited" | QUERIES: ["GPT Infraprojects Limited" official website] | CANDIDATES: [https://gptinfra.in] | SELECTED: "https://gptinfra.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:26.263Z] COMPANY: "Gradiente Infotainment Limited" | QUERIES: ["Gradiente Infotainment Limited" official website] | CANDIDATES: [https://gradienteinfotainment.com] | SELECTED: "https://gradienteinfotainment.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:26.689Z] COMPANY: "Grand Oak Canyons Distillery Limited" | QUERIES: ["Grand Oak Canyons Distillery Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:34.701Z] COMPANY: "Granules India Limited" | QUERIES: ["Granules India Limited" official website] | CANDIDATES: [https://granulesindia.com] | SELECTED: "https://granulesindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:36:51.231Z] COMPANY: "Graphite India Limited" | QUERIES: ["Graphite India Limited" official website] | CANDIDATES: [https://graphite.com] | SELECTED: "https://graphite.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:01.302Z] COMPANY: "Grasim Industries Limited" | QUERIES: ["Grasim Industries Limited" official website] | CANDIDATES: [https://grasim.com] | SELECTED: "https://grasim.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:09.373Z] COMPANY: "Grauer & Weil India Limited" | QUERIES: ["Grauer & Weil India Limited" official website] | CANDIDATES: [https://growel.com] | SELECTED: "https://growel.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:11.816Z] COMPANY: "Graviss Hospitality Limited" | QUERIES: ["Graviss Hospitality Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:16.610Z] COMPANY: "Gravita India Limited" | QUERIES: ["Gravita India Limited" official website] | CANDIDATES: [https://gravitate.ai] | SELECTED: "https://gravitate.ai" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:28.911Z] COMPANY: "Greaves Cotton Limited" | QUERIES: ["Greaves Cotton Limited" official website] | CANDIDATES: [https://greavescotton.com] | SELECTED: "https://greavescotton.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:37:54.249Z] COMPANY: "Greenlam Industries Limited" | QUERIES: ["Greenlam Industries Limited" official website] | CANDIDATES: [https://greenlamindustries.com] | SELECTED: "https://greenlamindustries.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:21.232Z] COMPANY: "Greenpanel Industries Limited" | QUERIES: ["Greenpanel Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:27.948Z] COMPANY: "Greenply Industries Limited" | QUERIES: ["Greenply Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:35.429Z] COMPANY: "Orient Green Power Company Limited" | QUERIES: ["Orient Green Power Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:43.635Z] COMPANY: "Grindwell Norton Limited" | QUERIES: ["Grindwell Norton Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:51.543Z] COMPANY: "G R Infraprojects Limited" | QUERIES: ["G R Infraprojects Limited" official website] | CANDIDATES: [https://grinfra.com] | SELECTED: "https://grinfra.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:54.716Z] COMPANY: "GRM Overseas Limited" | QUERIES: ["GRM Overseas Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:38:59.237Z] COMPANY: "The Grob Tea Company Limited" | QUERIES: ["The Grob Tea Company Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:07.189Z] COMPANY: "Billionbrains Garage Ventures Limited" | QUERIES: ["Billionbrains Garage Ventures Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:15.262Z] COMPANY: "GRP Limited" | QUERIES: ["GRP Limited" official website] | CANDIDATES: [https://grp.com.sg] | SELECTED: "https://grp.com.sg" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:26.320Z] COMPANY: "Garden Reach Shipbuilders & Engineers Limited" | QUERIES: ["Garden Reach Shipbuilders & Engineers Limited" official website] | CANDIDATES: [https://grse.in] | SELECTED: "https://grse.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:40.069Z] COMPANY: "Garware Hi-Tech Films Limited" | QUERIES: ["Garware Hi-Tech Films Limited" official website] | CANDIDATES: [https://garwarehitechfilms.com] | SELECTED: "https://garwarehitechfilms.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:41.972Z] COMPANY: "Gujarat State Fertilizers & Chemicals Limited" | QUERIES: ["Gujarat State Fertilizers & Chemicals Limited" official website] | CANDIDATES: [https://gsfclimited.com] | SELECTED: "https://gsfclimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:39:45.315Z] COMPANY: "Global Surfaces Limited" | QUERIES: ["Global Surfaces Limited" official website] | CANDIDATES: [https://globalsurfaces.in] | SELECTED: "https://globalsurfaces.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:40:00.997Z] COMPANY: "GSP Crop Science Limited" | QUERIES: ["GSP Crop Science Limited" official website] | CANDIDATES: [https://gspcrop.in] | SELECTED: "https://gspcrop.in" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:40:09.843Z] COMPANY: "GSS Infotech Limited" | QUERIES: ["GSS Infotech Limited" official website] | CANDIDATES: [https://gssinfotech.com] | SELECTED: "https://gssinfotech.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:40:23.641Z] COMPANY: "G-TEC JAINX EDUCATION LIMITED" | QUERIES: ["G-TEC JAINX EDUCATION LIMITED" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:40:28.234Z] COMPANY: "GTL Limited" | QUERIES: ["GTL Limited" official website] | CANDIDATES: [https://gtllimited.com] | SELECTED: "https://gtllimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:42:50.493Z] COMPANY: "GTL Infrastructure Limited" | QUERIES: ["GTL Infrastructure Limited" official website] | CANDIDATES: [https://gtlinfra.com] | SELECTED: "https://gtlinfra.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:42:51.737Z] COMPANY: "GTPL Hathway Limited" | QUERIES: ["GTPL Hathway Limited" official website] | CANDIDATES: [https://gtpl.net] | SELECTED: "https://gtpl.net" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:42:59.904Z] COMPANY: "Gufic Biosciences Limited" | QUERIES: ["Gufic Biosciences Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:43:06.013Z] COMPANY: "Gujarat Alkalies and Chemicals Limited" | QUERIES: ["Gujarat Alkalies and Chemicals Limited" official website] | CANDIDATES: [https://gacl.com] | SELECTED: "https://gacl.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:47:14.234Z] COMPANY: "Gujarat Apollo Industries Limited" | QUERIES: ["Gujarat Apollo Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:47:21.607Z] COMPANY: "GUJARAT ENERGY LIMITED" | QUERIES: ["GUJARAT ENERGY LIMITED" official website] | CANDIDATES: [https://getri.org] | SELECTED: "https://getri.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:47:22.388Z] COMPANY: "Gujarat Raffia Industries Limited" | QUERIES: ["Gujarat Raffia Industries Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:47:29.527Z] COMPANY: "Gujarat Themis Biosyn Limited" | QUERIES: ["Gujarat Themis Biosyn Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:47:36.395Z] COMPANY: "Gulf Oil Lubricants India Limited" | QUERIES: ["Gulf Oil Lubricants India Limited" official website] | CANDIDATES: [https://gulfoilindonesia.com] | SELECTED: "https://gulfoilindonesia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:49:53.673Z] COMPANY: "GP Petroleums Limited" | QUERIES: ["GP Petroleums Limited" official website] | CANDIDATES: [https://gppetroleums.co.in] | SELECTED: "https://gppetroleums.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:05.447Z] COMPANY: "Gulshan Polyols Limited" | QUERIES: ["Gulshan Polyols Limited" official website] | CANDIDATES: [https://gulshanindia.com] | SELECTED: "https://gulshanindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:11.649Z] COMPANY: "GVK Power & Infrastructure Limited" | QUERIES: ["GVK Power & Infrastructure Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:18.942Z] COMPANY: "GE Power India Limited" | QUERIES: ["GE Power India Limited" official website] | CANDIDATES: [https://gepowercord.com] | SELECTED: "https://gepowercord.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:40.627Z] COMPANY: "GVP Infotech Limited" | QUERIES: ["GVP Infotech Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-06T23:50:48.824Z] COMPANY: "GE Vernova T&D India Limited" | QUERIES: ["GE Vernova T&D India Limited" official website] | CANDIDATES: [https://Not Found] | SELECTED: "https://Not Found" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
